  -2.00000000      -1.70477080     -0.247955322       0.00000000    
  -1.99989998      -1.70479560     -0.247955322       5.96046448    
  -1.99979997      -1.70482039     -0.246763229       8.94069672    
  -1.99969995      -1.70484495     -0.246167183      -2.98023224    
  -1.99960005      -1.70486963     -0.247359276      -2.98023224    
  -1.99950004      -1.70489442     -0.246763229       8.94069672    
  -1.99940002      -1.70491898     -0.245571136       0.00000000    
  -1.99930000      -1.70494354     -0.246763229      -5.96046448    
  -1.99919999      -1.70496833     -0.246763229       2.98023224    
  -1.99909997      -1.70499289     -0.246167183       8.94069672    
  -1.99899995      -1.70501757     -0.244975090       5.96046448    
  -1.99890006      -1.70504189     -0.244975090      -5.96046448    
  -1.99880004      -1.70506656     -0.246167183       0.00000000    
  -1.99870002      -1.70509112     -0.244975090       2.98023224    
  -1.99860001      -1.70511556     -0.245571136      -2.98023224    
  -1.99849999      -1.70514023     -0.245571136       5.96046448    
  -1.99839997      -1.70516467     -0.244379044       8.94069672    
  -1.99829996      -1.70518911     -0.243782997       2.98023224    
  -1.99820006      -1.70521343     -0.243782997      -5.96046448    
  -1.99810004      -1.70523787     -0.244975090      -5.96046448    
  -1.99800003      -1.70526242     -0.244975090       5.96046448    
  -1.99790001      -1.70528686     -0.243782997       5.96046448    
  -1.99779999      -1.70531118     -0.243782997       0.00000000    
  -1.99769998      -1.70533562     -0.243782997       2.98023224    
  -1.99759996      -1.70535994     -0.243186951       2.98023224    
  -1.99749994      -1.70538425     -0.243186951       0.00000000    
  -1.99740005      -1.70540857     -0.243186951       0.00000000    
  -1.99730003      -1.70543289     -0.243186951       0.00000000    
  -1.99720001      -1.70545721     -0.243186951       2.98023224    
  -1.99710000      -1.70548153     -0.242590904       2.98023224    
  -1.99699998      -1.70550573     -0.242590904       2.98023224    
  -1.99689996      -1.70553005     -0.241994858       2.98023224    
  -1.99679995      -1.70555413     -0.241994858       0.00000000    
  -1.99670005      -1.70557845     -0.241994858       2.98023224    
  -1.99660003      -1.70560253     -0.241398811      -2.98023224    
  -1.99650002      -1.70562673     -0.242590904      -2.98023224    
  -1.99640000      -1.70565104     -0.241994858       8.94069672    
  -1.99629998      -1.70567513     -0.240802765       2.98023224    
  -1.99619997      -1.70569921     -0.241398811      -2.98023224    
  -1.99609995      -1.70572340     -0.241398811       2.98023224    
  -1.99600005      -1.70574749     -0.240802765       0.00000000    
  -1.99590003      -1.70577157     -0.241398811       0.00000000    
  -1.99580002      -1.70579576     -0.240802765       8.94069672    
  -1.99570000      -1.70581973     -0.239610672       2.98023224    
  -1.99559999      -1.70584369     -0.240206718      -2.98023224    
  -1.99549997      -1.70586777     -0.240206718       2.98023224    
  -1.99539995      -1.70589173     -0.239610672       0.00000000    
  -1.99530005      -1.70591569     -0.240206718      -2.98023224    
  -1.99520004      -1.70593977     -0.240206718       2.98023224    
  -1.99510002      -1.70596373     -0.239610672       5.96046448    
  -1.99500000      -1.70598769     -0.239014626       2.98023224    
  -1.99489999      -1.70601153     -0.239014626      -2.98023224    
  -1.99479997      -1.70603549     -0.239610672       2.98023224    
  -1.99469995      -1.70605946     -0.238418579       5.96046448    
  -1.99460006      -1.70608318     -0.238418579      -2.98023224    
  -1.99450004      -1.70610714     -0.239014626       0.00000000    
  -1.99440002      -1.70613098     -0.238418579       5.96046448    
  -1.99430001      -1.70615482     -0.237822533       2.98023224    
  -1.99419999      -1.70617855     -0.237822533       0.00000000    
  -1.99409997      -1.70620239     -0.237822533      -2.98023224    
  -1.99399996      -1.70622611     -0.238418579       0.00000000    
  -1.99389994      -1.70625007     -0.237822533       8.94069672    
  -1.99380004      -1.70627367     -0.236630440       2.98023224    
  -1.99370003      -1.70629740     -0.237226486      -2.98023224    
  -1.99360001      -1.70632112     -0.237226486       2.98023224    
  -1.99349999      -1.70634484     -0.236630440       2.98023224    
  -1.99339998      -1.70636845     -0.236630440      -2.98023224    
  -1.99329996      -1.70639217     -0.237226486       2.98023224    
  -1.99319994      -1.70641589     -0.236034393       8.94069672    
  -1.99310005      -1.70643938     -0.235438347      -2.98023224    
  -1.99300003      -1.70646298     -0.236630440      -5.96046448    
  -1.99290001      -1.70648670     -0.236630440       8.94069672    
  -1.99280000      -1.70651031     -0.234842300       8.94069672    
  -1.99269998      -1.70653367     -0.234842300      -5.96046448    
  -1.99259996      -1.70655727     -0.236034393      -2.98023224    
  -1.99249995      -1.70658088     -0.235438347       5.96046448    
  -1.99240005      -1.70660436     -0.234842300       0.00000000    
